epoch,step,rank,method,module,loss_det,loss_odam,cosine_raw,det_norm,odam_norm_raw,odam_norm_safe,aux_to_det_raw,aux_to_det_effective,directional_margin,final_cosine_to_det,final_angle_deg,conflict_raw,dominance_raw,dominance_effective,unsafe_descent,projected,cap_active,norm_scale,gate,alpha,effective_weight
0,0,0,dpga,backbone,16.616779327392578,1.2327778339385986,-0.03006216138601303,524.3538818359375,38.73914337158203,38.72163772583008,0.07387976844176951,0.0,1.0,1.0,0.0,1,0,0,0,1,0,1.0,0.4624928832054138,0.0,0.0
0,0,0,dpga,fpn,16.616779327392578,1.2327778339385986,-0.0041566104628145695,204.1015167236328,12.587601661682129,12.587493896484375,0.06167323919854348,0.0,1.0,1.0,0.0,1,0,0,0,1,0,1.0,0.4948044717311859,0.0,0.0
0,0,0,dpga,rpn,16.616779327392578,1.2327778339385986,0.0,422.72674560546875,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,dpga,roi_shared,16.616779327392578,1.2327778339385986,0.00148620898835361,525.3853759765625,38.5415153503418,38.5415153503418,0.07335856137735577,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1.0,0.5018577575683594,0.0,0.0
0,0,0,dpga,roi_cls,16.616779327392578,1.2327778339385986,0.0,752.1109619140625,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0.0,0.5,0.0,0.0
0,0,0,dpga,roi_reg,16.616779327392578,1.2327778339385986,-0.7446931004524231,215.95838928222656,319.9901123046875,10.797919273376465,1.4817211471535214,0.0,1.0,1.0,0.0,1,1,0,0,1,1,0.05056064575910568,0.023580655455589294,0.0,0.0
0,100,0,dpga,backbone,0.14498533308506012,0.00010002159251598641,0.14058363437652588,3.394441843032837,2.1355760909669286e-11,2.1355760909669286e-11,6.291391014255388e-12,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1.0,0.6688344478607178,0.0,0.0
0,100,0,dpga,fpn,0.14498533308506012,0.00010002159251598641,0.11850753426551819,0.8319902420043945,5.4672095843588675e-12,5.4672095843588675e-12,6.571242435713555e-12,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1.0,0.643947184085846,0.0,0.0
0,100,0,dpga,rpn,0.14498533308506012,0.00010002159251598641,0.0,1.8332666158676147,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,100,0,dpga,roi_shared,0.14498533308506012,0.00010002159251598641,0.09524791687726974,0.7710922956466675,1.2769145116275915e-11,1.2769145116275915e-11,1.6559814160206623e-11,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1.0,0.6168595552444458,0.0,0.0
0,100,0,dpga,roi_cls,0.14498533308506012,0.00010002159251598641,0.0,0.8126223087310791,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0.0,0.5,0.0,0.0
0,100,0,dpga,roi_reg,0.14498533308506012,0.00010002159251598641,-0.23818674683570862,0.05383143946528435,5.147222231771664e-11,4.8693032245195056e-11,9.561739910542582e-10,0.0,1.0,1.0,0.0,1,0,0,0,1,0,1.0,0.23309199512004852,0.0,0.0
0,200,0,dpga,backbone,0.2019207775592804,2.4630753993988037,-0.0028429843951016665,1.1668685674667358,25.82098388671875,0.1166868582367897,22.128442402708593,0.0,1.0,1.0,0.0,1,1,0,0,1,1,0.004519089125096798,0.4964463710784912,0.0,0.0
0,200,0,dpga,fpn,0.2019207775592804,2.4630753993988037,-0.06797073036432266,0.31705915927886963,7.977024078369141,0.047558873891830444,25.159418502567032,0.0,1.0,1.0,0.0,1,1,0,0,1,1,0.005975802429020405,0.4158450663089752,0.0,0.0
